� teste-gde
Data;Hora;Chave;Valor;
2021-03-01;14:01:40;Total Horas Inova;0;                        
2021-03-01;14:01:40;;0;                                         
2021-03-01;14:01:40;;0;                                         
2021-03-01;14:01:40;;0;                                         
2021-03-01;14:01:40;;0;                                         
2021-03-01;14:01:40;;0;                                         
2021-03-01;14:01:40;;0;                                         
2021-03-01;14:01:40;;0;                                         
2021-03-01;14:01:40;Ano;2012;                                   
2021-03-01;14:01:40;Mes;3;                                      
2021-03-01;14:01:40;Dia;5;                                      
2021-03-01;14:01:40;Silo 01;0;                                  
2021-03-01;14:01:40;Silo 02;0;                                  
2021-03-01;14:01:40;Silo 03;0;                                  
2021-03-01;14:01:40;Silo 04;0;                                  
2021-03-01;14:01:41;Betume;0;                                   
2021-03-01;14:01:41;Total Inova;0;                              
2021-03-01;14:01:41;Total Horas Inova;0;                        
2021-03-01;14:01:41;;0;                                         
2021-03-01;14:01:41;;0;                                         
2021-03-01;14:01:41;;0;                                         
2021-03-01;14:01:41;;0;                                         
2021-03-01;14:01:41;;0;                                         
2021-03-01;14:01:41;;0;                                         
2021-03-01;14:01:41;;0;                                         
2021-03-01;14:01:41;;0;                                         
2021-03-01;14:01:41;Ano;2012;                                   
2021-03-01;14:01:41;Mes;3;                                      
2021-03-01;14:01:41;Dia;5;                                      
2021-03-01;14:01:41;Silo 01;0;                                  
2021-03-01;14:01:41;Silo 02;0;                                  
2021-03-01;14:01:41;Silo 03;0;                                  
2021-03-01;14:01:41;Silo 04;0;                                  
2021-03-01;14:01:41;Betume;0;                                   
2021-03-01;14:01:41;Total Inova;0;                              
2021-03-01;14:01:41;Total Horas Inova;0;                        
2021-03-01;14:01:41;;0;                                         
2021-03-01;14:01:41;;0;                                         
2021-03-01;14:01:41;;0;                                         
2021-03-01;14:01:42;;0;                                         
2021-03-01;14:01:42;;0;                                         
2021-03-01;14:01:42;;0;                                         
2021-03-01;14:01:42;;0;                                         
2021-03-01;14:01:42;;0;                                         
2021-03-01;14:01:42;Ano;2012;                                   
2021-03-01;14:01:42;Mes;3;                                      
2021-03-01;14:01:42;Dia;5;                                      
2021-03-01;14:01:42;Silo 01;0;                                  
2021-03-01;14:01:42;Silo 02;0;                                  
2021-03-01;14:01:42;Silo 03;0;                                  
2021-03-01;14:01:42;Silo 04;0;                                  
2021-03-01;14:01:42;Betume;0;                                   
2021-03-01;14:01:42;Total Inova;0;                              
2021-03-01;14:01:42;Total Horas Inova;0;                        
2021-03-01;14:01:42;;0;                                         
2021-03-01;14:01:43;;0;                                         
2021-03-01;14:01:43;;0;                                         
2021-03-01;14:01:43;;0;                                         
2021-03-01;14:01:43;;0;                                         
